宝贝ID,商家编码,行业类目,宝贝标题,宝贝链接,浏览量,访客数,销售额,成交宝贝数,交易笔数,转化率,入口数,出口数,跳失率,停留时间,收藏量,新增购物车人数,新增购物车宝贝件数,退款额,退货量,退款率,搜索UV,PC端类目UV,PC端收藏UV,PC端直通车UV,PC端淘宝客UV,浏览量（PC）,访客数（PC）,销售额（PC）,成交宝贝数（PC）,交易笔数（PC）,转化率（PC）,入口数（PC）,出口数（PC）,跳失率（PC）,停留时间（PC）,搜索UV（PC）,浏览量（手机）,访客数（手机）,销售额（手机）,成交宝贝数（手机）,交易笔数（手机）,转化率（手机）,入口数（手机）,出口数（手机）,跳失率（手机）,停留时间（手机）,搜索UV（手机）,访客数（老客）,销售额（老客）,成交宝贝数（老客）,交易笔数（老客）,转化率（老客）
5.65336E+11,AW1116,女装/女士精品 -> 裤子 -> 休闲裤,2018夏季新款格子休闲裤女蝴蝶裤学生宽松韩版ulzzang百搭阔腿裤,http://item.taobao.com/item.htm?id=565335578909,280,225,132.02,1,1,0.44%,18,44,61.10%,130,11,2,0,0,0,0%,63,0,0,0,0,2,2,0,0,0,0%,0,0,0%,2,0,278,223,132.02,1,1,0.45%,18,44,61.10%,130,63,21,0,0,0,0%
5.65337E+11,AW1121,女装/女士精品 -> 衬衫,2018春装新款韩版黑色亮丝衬衫女心机衬衣设计感宽松bf上衣打底衫,http://item.taobao.com/item.htm?id=565337174434,263,196,0,0,0,0%,10,11,60%,94,2,3,0,172.86,1,100%,27,0,0,0,0,3,3,0,0,0,0%,0,0,0%,4,0,260,193,0,0,0,0%,10,11,60%,95,27,20,0,0,0,0%
5.65339E+11,AW1126,女装/女士精品 -> 衬衫,褶皱肌理黑色衬衫女2018春季新款韩版宽松长袖韩范压褶工装上衣潮,http://item.taobao.com/item.htm?id=565338982129,1,1,0,0,0,0%,0,1,0%,0,0,0,0,0,0,0%,0,0,0,0,0,1,1,0,0,0,0%,0,1,0%,0,0,0,0,0,0,0,0%,0,0,0%,0,0,0,0,0,0,0%
5.65376E+11,AW1122,女装/女士精品 -> 衬衫,蓝色衬衫女长袖宽松男友风条纹衬衣2018秋季新款ins超火的衬衫女,http://item.taobao.com/item.htm?id=565375651063,1943,1151,892.74,5,5,0.43%,364,407,51.40%,141,35,30,0,171.95,1,16.15%,166,0,3,0,0,40,32,0,0,0,0%,5,5,20%,103,1,1903,1119,892.74,5,5,0.45%,359,402,51.80%,142,165,71,704.75,4,4,5.63%
5.65379E+11,AW1133,女装/女士精品 -> 风衣,豆绿色风衣女中长款韩版春季2018新款学生风衣开学季外套宽松上衣,http://item.taobao.com/item.htm?id=565378919208,18,14,0,0,0,0%,1,2,0%,155,0,0,0,0,0,0%,0,0,0,0,0,1,1,0,0,0,0%,1,0,0%,136,0,17,13,0,0,0,0%,0,2,0%,19,0,1,0,0,0,0%
5.65395E+11,AW1137,女装/女士精品 -> 风衣,蓝色收腰风衣女韩版2018春季新款lulu中长款女装chic外套欧洲站,http://item.taobao.com/item.htm?id=565395151552,1761,1058,239,1,1,0.09%,155,222,42.60%,79,48,8,0,0,0,0%,161,0,0,0,1,9,9,0,0,0,0%,0,2,0%,14,1,1752,1049,239,1,1,0.10%,155,220,42.60%,79,160,82,239,1,1,1.22%
5.65422E+11,AW1125,女装/女士精品 -> 卫衣/绒衫,藏青色连帽卫衣女装中长款2018春季新款ins超火的外套宽松连衣裙,http://item.taobao.com/item.htm?id=565421663499,422,301,0,0,0,0%,22,31,59.10%,69,13,0,0,0,0,0%,51,0,0,0,0,6,6,0,0,0,0%,2,2,100%,13,1,416,295,0,0,0,0%,20,29,55%,71,50,23,0,0,0,0%
5.65424E+11,AW1142,女装/女士精品 -> 西装,2108春季新款收腰韩版chic小西服外套女复古格子西装休闲英伦风,http://item.taobao.com/item.htm?id=565423911004,84,68,0,0,0,0%,17,23,64.70%,51,3,1,0,0,0,0%,25,0,0,0,0,4,4,0,0,0,0%,1,2,100%,5,1,80,64,0,0,0,0%,16,21,62.50%,52,24,4,0,0,0,0%
5.65884E+11,AW1184,女装/女士精品 -> 短外套,藏青色工装风光感logo印花连帽长袖外套女2018新款韩版宽松学院风,http://item.taobao.com/item.htm?id=565884008549,32,21,0,0,0,0%,10,14,70%,94,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,32,21,0,0,0,0%,10,14,70%,94,0,4,0,0,0,0%
5.65888E+11,AW1178,女装/女士精品 -> T恤,夏季ins超火的上衣短袖樱田川岛白色T恤女bf韩系chic中长款体恤裙,http://item.taobao.com/item.htm?id=565887592934,6971,3434,3969.04,30,30,0.87%,1786,1798,63%,104,125,110,0,400.4,3,9.16%,1043,0,1,1,2,36,36,0,0,0,0%,16,16,68.80%,26,8,6935,3398,3969.04,30,30,0.88%,1770,1782,63%,104,1035,289,1170.58,9,9,3.11%
5.65888E+11,AW1158,女装/女士精品 -> 短外套,嘻哈蓝黑拼接外套女春装2018新款潮韩版长袖原宿风学生百搭上衣,http://item.taobao.com/item.htm?id=565887604164,3,2,0,0,0,0%,1,2,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,2,0,0,0,0%,1,2,100%,0,0,0,0,0,0,0%
5.65892E+11,AW1151,女装/女士精品 -> 牛仔裤,男友风水磨牛仔裤女春秋2018新款韩版宽松显瘦chic韩风休闲裤子,http://item.taobao.com/item.htm?id=565891912977,4,3,0,0,0,0%,3,1,33.30%,39,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,4,3,0,0,0,0%,3,1,33.30%,39,0,2,0,0,0,0%
5.65893E+11,AW1144,女装/女士精品 -> 衬衫,衬衫女长袖2018春装新款格子不对称拼接宽松韩版百搭学生上衣,http://item.taobao.com/item.htm?id=565892680336,27,22,0,0,0,0%,0,1,0%,53,0,0,0,0,0,0%,1,0,0,0,0,1,1,0,0,0,0%,0,0,0%,26,0,26,21,0,0,0,0%,0,1,0%,50,1,0,0,0,0,0%
5.65893E+11,AW1161,女装/女士精品 -> 衬衫,早秋衬衫长袖薄款上衣防晒衣女中长款宽松设计感慵懒chic港味衬衣,http://item.taobao.com/item.htm?id=565892892898,8140,4091,2257.95,11,11,0.27%,1480,1967,48.70%,138,114,83,0,1231.28,6,35.29%,922,0,0,0,0,39,36,0,0,0,0%,6,3,16.70%,50,5,8101,4055,2257.95,11,11,0.27%,1474,1964,48.80%,138,917,287,1035.85,5,3,1.05%
5.65894E+11,AW1152,女装/女士精品 -> 风衣,哥特尖领皮风衣女中长款韩版2018春季新款chic风衣外套女装大衣,http://item.taobao.com/item.htm?id=565893584245,768,510,344.93,1,1,0.20%,35,24,22.90%,46,18,0,0,0,0,0%,142,0,0,0,0,2,2,0,0,0,0%,0,1,0%,4,0,766,508,344.93,1,1,0.20%,35,23,22.90%,46,142,41,344.93,1,1,2.44%
5.65894E+11,AW1156,女装/女士精品 -> 卫衣/绒衫,玫红运动卫衣女韩版潮ulzzang学生宽松2018春季新款ins超火上衣,http://item.taobao.com/item.htm?id=565893632589,3,3,0,0,0,0%,2,2,100%,64,0,0,0,0,0,0%,0,0,1,0,0,1,1,0,0,0,0%,1,1,100%,0,0,2,2,0,0,0,0%,1,1,100%,64,0,0,0,0,0,0%
5.65998E+11,AW1185,女装/女士精品 -> 裤子 -> 休闲裤,卡其色宽松休闲直筒裤春季2018新款韩版阔腿裤原宿风打底裤女裤子,http://item.taobao.com/item.htm?id=565997585904,242,169,185.76,1,1,0.59%,13,15,46.20%,84,6,0,0,0,0,0%,18,0,0,0,0,3,3,0,0,0,0%,0,0,0%,6,0,239,166,185.76,1,1,0.60%,13,15,46.20%,85,18,17,0,0,0,0%
5.65999E+11,AW1183,女装/女士精品 -> 连衣裙,2018春季韩版学院风格子百褶马甲假两件连衣裙女灯笼袖小清新裙子,http://item.taobao.com/item.htm?id=565999293676,833,474,230.3,1,1,0.21%,94,125,47.90%,104,26,2,0,0,0,0%,134,0,2,0,0,11,10,0,0,0,0%,3,3,100%,12,3,822,464,230.3,1,1,0.22%,91,122,46.20%,105,131,56,0,0,0,0%
5.66003E+11,AW1176,女装/女士精品 -> T恤,春夏2018新款圆领抽象人脸印花短袖女T恤学生宽松韩版ulzzang百搭,http://item.taobao.com/item.htm?id=566002993535,21,17,0,0,0,0%,0,1,0%,24,1,0,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,21,17,0,0,0,0%,0,1,0%,24,1,1,0,0,0,0%
5.66004E+11,AW1175,女装/女士精品 -> 短外套,迷宫港风牛仔拼接外套女短款原宿2018春季新款宽松韩版bf学生百搭,http://item.taobao.com/item.htm?id=566003561101,96,46,159.73,1,1,2.17%,3,4,0%,41,4,1,0,0,0,0%,3,0,0,0,0,2,1,0,0,0,0%,0,0,0%,16,0,94,45,159.73,1,1,2.22%,3,4,0%,41,3,6,159.73,1,1,16.67%
5.66004E+11,AW1174,女装/女士精品 -> 连衣裙,雪纺玫瑰印花压皱连衣裙女春装2018新款韩版裙子中长款宽松初恋裙,http://item.taobao.com/item.htm?id=566003869125,1,1,0,0,0,0%,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,1,1,0,0,0,0%,0,0,0%,0,0,0,0,0,0,0%
5.66004E+11,AW1173,女装/女士精品 -> 衬衫,渐变蓝白条纹衬衫女秋季2018新款韩版宽松中长款chic早秋长袖外套,http://item.taobao.com/item.htm?id=566004041591,556,363,196.8,1,1,0.28%,69,109,52.20%,136,10,0,0,209,1,51.50%,164,0,4,0,0,16,16,196.8,1,1,6.25%,6,5,66.70%,30,6,540,347,0,0,0,0%,63,104,50.80%,139,158,37,0,0,0,0%
5.66005E+11,AW1165,女装/女士精品 -> 风衣,春秋风衣女2018新款韩版红色lulu宽松中长款chic秋季港风复古外套,http://item.taobao.com/item.htm?id=566005357175,294939,133994,41910.19,132,131,0.10%,116720,107940,68.50%,104,9464,6433,0,8149.74,26,16.28%,9382,0,20,365,27,1492,1306,0,0,0,0%,1147,801,60.20%,95,92,293447,132688,41910.19,132,131,0.10%,115573,107139,68.60%,104,9290,2057,3143.33,10,10,0.49%
5.66006E+11,AW1170,女装/女士精品 -> 毛针织衫,复古原宿2018新款韩版黑色波点拼接套头针织衫女春季中长款宽松潮,http://item.taobao.com/item.htm?id=566006249294,137,104,0,0,0,0%,10,12,50%,140,3,0,0,0,0,0%,15,0,0,0,0,1,1,0,0,0,0%,0,0,0%,5,0,136,103,0,0,0,0%,10,12,50%,142,15,17,0,0,0,0%
5.66007E+11,AW1169,女装/女士精品 -> 卫衣/绒衫,拼接撞色超人蝙蝠袖中长款卫衣女2018春季新款宽松韩范ins超火,http://item.taobao.com/item.htm?id=566006761169,437,193,0,0,0,0%,47,50,42.60%,99,11,0,0,0,0,0%,24,0,1,0,0,2,1,0,0,0,0%,1,1,0%,27,0,435,192,0,0,0,0%,46,49,43.50%,73,24,23,0,0,0,0%
5.66007E+11,AW1164,女装/女士精品 -> 卫衣/绒衫,复古抽象印花套头卫衣女2018春秋季新款韩版潮学生宽松ulzzang,http://item.taobao.com/item.htm?id=566007101599,62,48,0,0,0,0%,5,6,20%,38,2,0,0,0,0,0%,6,0,1,0,0,1,1,0,0,0,0%,0,1,0%,0,0,61,47,0,0,0,0%,5,5,20%,38,6,10,0,0,0,0%
5.66068E+11,AW1154,女装/女士精品 -> 连衣裙,2018秋季sukol裙复古波点收腰连衣裙女pphome裙子中长款风衣外套,http://item.taobao.com/item.htm?id=566068462375,9123,4470,2166.91,7,7,0.16%,1474,1919,51.80%,131,236,115,0,947.08,3,30.41%,468,0,1,0,0,76,67,0,0,0,0%,17,21,52.90%,56,12,9047,4403,2166.91,7,7,0.16%,1457,1898,51.80%,132,456,350,925.85,3,3,0.86%
5.66072E+11,AW1155,女装/女士精品 -> 风衣,英伦工装风外套女2018春装新款韩版长袖chic宽松百搭收腰风衣短款,http://item.taobao.com/item.htm?id=566071794274,21,13,0,0,0,0%,6,9,66.70%,23,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,21,13,0,0,0,0%,6,9,66.70%,23,0,5,0,0,0,0%
5.66074E+11,AW1147,女装/女士精品 -> 风衣,2018春季新款韩版拼接外套女中长款拼色chic港风bf开学季休闲风衣,http://item.taobao.com/item.htm?id=566073646290,120,75,193.09,1,1,1.33%,4,1,25%,39,3,1,0,0,0,0%,8,0,0,0,0,3,3,0,0,0,0%,0,0,0%,193,0,117,72,193.09,1,1,1.39%,4,1,25%,34,8,7,0,0,0,0%
5.66077E+11,AW1181,女装/女士精品 -> 连衣裙,焦糖色雪绒连衣裙立体绣花长裙女中长款2018新款韩版ins超火裙子,http://item.taobao.com/item.htm?id=566076646781,4,3,0,0,0,0%,2,3,50%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,4,3,0,0,0,0%,2,3,50%,0,0,1,0,0,0,0%
5.6608E+11,AW1162,女装/女士精品 -> 风衣,黑灰影子插肩风衣女中长款韩版春季2018新款lulu外套欧洲站女装,http://item.taobao.com/item.htm?id=566080406022,1642,870,365.52,2,2,0.23%,76,33,3.90%,61,44,24,0,0,0,0%,331,0,0,0,0,1,1,0,0,0,0%,0,0,0%,11,0,1641,869,365.52,2,2,0.23%,76,33,3.90%,61,331,58,0,0,0,0%
5.66081E+11,AW1163,女装/女士精品 -> 卫衣/绒衫,冰块兰绿撞色条纹卫衣女ins超火的外套韩版潮学生宽松bf百搭上衣,http://item.taobao.com/item.htm?id=566080702166,1,1,0,0,0,0%,0,1,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,1,1,0,0,0,0%,0,1,0%,0,0,1,0,0,0,0%
5.66081E+11,AW1172,女装/女士精品 -> 风衣,紫色风衣外套女2018春季新款收腰休闲港风中长款过膝chic外套lulu,http://item.taobao.com/item.htm?id=566080894311,163,104,0,0,0,0%,5,11,60%,75,6,0,0,0,0,0%,15,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,163,104,0,0,0,0%,5,11,60%,75,15,14,0,0,0,0%
5.66082E+11,AW1179,女装/女士精品 -> 短外套,春秋樱田川岛长袖外套女麻叶原宿棒球服港风复古上衣怪味少女宽松,http://item.taobao.com/item.htm?id=566082262115,119435,54162,32897.25,127,127,0.23%,38048,36066,68%,112,2666,2230,0,2615.9,10,7.37%,8814,0,30,4,5,642,557,251.86,1,1,0.18%,361,281,59.30%,100,52,118793,53605,32645.39,126,126,0.24%,37687,35785,68.10%,112,8762,1528,4155.65,16,16,1.05%
5.66084E+11,AW1150,女装/女士精品 -> 连衣裙,2018夏季波点灯笼袖雪纺连衣裙女防晒衫衣中长款ins超火的裙子,http://item.taobao.com/item.htm?id=566083630477,281,167,0,0,0,0%,28,30,57.10%,40,2,0,0,0,0,0%,14,0,0,0,0,9,7,0,0,0,0%,1,1,100%,10,0,272,160,0,0,0,0%,27,29,55.60%,41,14,20,0,0,0,0%
5.66084E+11,AW1166,女装/女士精品 -> 套装/学生校服/工作制服 -> 时尚套装,港风套装女两件套贝壳扣樱花粉春秋2018新款女西装省心时髦套装,http://item.taobao.com/item.htm?id=566083702206,1211,616,0,0,0,0%,93,104,54.80%,77,30,2,0,0,0,0%,67,0,0,0,0,4,4,0,0,0,0%,1,1,100%,63,0,1207,612,0,0,0,0%,92,103,54.30%,77,67,48,0,0,0,0%
5.66113E+11,AW1148,女装/女士精品 -> 连衣裙,2018春装新款初恋裙复古ins超火的雪纺连衣裙女宽松中长款chic,http://item.taobao.com/item.htm?id=566113031852,5,4,0,0,0,0%,3,2,66.70%,8,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,5,4,0,0,0,0%,3,2,66.70%,8,0,1,0,0,0,0%
5.66115E+11,AW1159,女装/女士精品 -> 衬衫,2018春装新款蓝色条纹衬衫女宽松长袖韩版中长款港味洋气衬衣上衣,http://item.taobao.com/item.htm?id=566114859349,797,621,198,1,1,0.16%,94,186,60.60%,116,12,0,0,0,0,0%,262,0,0,0,0,6,6,0,0,0,0%,1,2,0%,8,3,791,615,198,1,1,0.16%,93,184,61.30%,117,259,49,0,0,0,0%
5.66155E+11,AW1146,女装/女士精品 -> 风衣,欧美风衣女中长款韩版春季2018新款太阳花lulu侧开叉过膝风衣外套,http://item.taobao.com/item.htm?id=566154719354,7,6,0,0,0,0%,3,4,66.70%,7,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,7,6,0,0,0,0%,3,4,66.70%,7,0,2,0,0,0,0%
5.66162E+11,AW1182,女装/女士精品 -> 卫衣/绒衫,2018秋季港味连帽polo卫衣女宽松韩版中长款长袖ins超火的外套潮,http://item.taobao.com/item.htm?id=566162071665,2016,833,733.66,3,3,0.36%,274,301,46%,85,45,30,0,0,0,0%,64,0,0,0,0,7,7,0,0,0,0%,1,3,100%,14,0,2009,826,733.66,3,3,0.36%,273,298,45.80%,85,64,107,246.42,1,1,0.93%
5.66163E+11,AW1180,女装/女士精品 -> 风衣,梦幻紫春季2018新款宽松韩版潮中长款风衣女收腰lulu风衣外套大衣,http://item.taobao.com/item.htm?id=566162607752,3,2,0,0,0,0%,2,1,50%,68,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,2,0,0,0,0%,2,1,50%,68,0,2,0,0,0,0%
5.66165E+11,AW1177,女装/女士精品 -> T恤,春款上衣女2018新款宽松韩版黑色圆领鹈鹕印花短袖T恤ins原宿风,http://item.taobao.com/item.htm?id=566164899697,14,9,0,0,0,0%,4,2,25%,217,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,14,9,0,0,0,0%,4,2,25%,217,0,3,0,0,0,0%
5.66169E+11,AW1167,女装/女士精品 -> 风衣,风衣女中长款韩版春季2018新款三色撞色拼接公路风衣chic外套lulu,http://item.taobao.com/item.htm?id=566168627650,661,435,232.67,1,1,0.23%,81,106,49.40%,105,8,2,0,0,0,0%,57,0,0,0,0,16,15,0,0,0,0%,4,7,75%,216,3,645,420,232.67,1,1,0.24%,77,99,48.10%,98,54,39,0,0,0,0%
5.66169E+11,AW1168,女装/女士精品 -> 风衣,荷叶边黄黑撞色风衣女春装2018新款中长款宽松韩版气质大衣外套,http://item.taobao.com/item.htm?id=566168883299,14,3,0,0,0,0%,1,1,0%,29,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,14,3,0,0,0,0%,1,1,0%,29,0,3,0,0,0,0%
5.66169E+11,AW1149,女装/女士精品 -> 马夹,阳光小香风流苏马甲女春秋中长款韩版2018新款宽松坎肩背心马夹,http://item.taobao.com/item.htm?id=566168943940,1181,644,1453.45,5,5,0.78%,324,336,60.20%,129,22,21,0,0,0,0%,319,0,0,0,0,19,16,0,0,0,0%,13,10,61.50%,70,12,1162,628,1453.45,5,5,0.80%,311,326,60.10%,129,307,60,603,2,2,3.33%
5.66169E+11,AW1145,女装/女士精品 -> 短外套,2018春秋新款白色刺绣ins牛仔外套女宽松韩版bf原宿风夹克牛仔衣,http://item.taobao.com/item.htm?id=566169171490,1929,1127,634.23,2,2,0.18%,358,425,66.20%,102,48,12,0,0,0,0%,468,0,1,0,0,17,17,0,0,0,0%,4,7,75%,22,5,1912,1110,634.23,2,2,0.18%,354,418,66.10%,102,463,92,0,0,0,0%
5.6617E+11,AW1157,女装/女士精品 -> 裤子 -> 休闲裤,裤子女春季2018新款韩版多米诺骨西裤宽松打底裤女外穿阔腿裤长裤,http://item.taobao.com/item.htm?id=566170299801,36,12,0,0,0,0%,4,3,75%,69,0,0,0,190.96,1,100%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,36,12,0,0,0,0%,4,3,75%,69,0,3,0,0,0,0%
5.66195E+11,AW809,女装/女士精品 -> 西装,格子小西装外套女韩版2018秋装新款休闲中长款长袖chic西服短款,http://item.taobao.com/item.htm?id=566195405895,16194,7624,2835.5,12,12,0.16%,5882,5595,64.20%,126,360,180,0,0,0,0%,1404,0,4,20,1,50,48,0,0,0,0%,35,29,74.30%,142,6,16144,7576,2835.5,12,12,0.16%,5847,5566,64.10%,126,1398,244,0,0,0,0%
5.66273E+11,AW829,女装/女士精品 -> 牛仔裤,秋季浅色大破洞牛仔裤女潮新款韩版直筒乞丐裤宽松铅笔裤九分裤,http://item.taobao.com/item.htm?id=566273430385,1837,831,1233.01,8,8,0.96%,267,317,52.10%,114,42,25,0,169,1,12.05%,271,0,0,0,0,8,8,0,0,0,0%,2,2,50%,33,2,1829,823,1233.01,8,8,0.97%,265,315,52.10%,114,269,74,473.16,3,3,4.05%
5.66312E+11,AW291,女装/女士精品 -> T恤,娃娃衫上衣宽松喇叭袖T恤女短袖韩国宽松心机chic上衣设计感学生,http://item.taobao.com/item.htm?id=566312048076,520,261,0,0,0,0%,42,46,50%,76,17,0,0,0,0,0%,45,0,0,0,0,7,7,0,0,0,0%,0,0,0%,32,0,513,254,0,0,0,0%,42,46,50%,77,45,17,0,0,0,0%
5.66429E+11,AW704,女装/女士精品 -> 连衣裙,2018夏装新款条纹衬衫女韩版宽松衬衫裙中长款衬衣冷淡风连衣裙,http://item.taobao.com/item.htm?id=566428665566,12,10,0,0,0,0%,8,6,62.50%,8,0,0,0,0,0,0%,0,0,2,0,0,2,2,0,0,0,0%,2,1,50%,0,0,10,8,0,0,0,0%,6,5,66.70%,8,0,6,0,0,0,0%
5.66507E+11,AW273,女装/女士精品 -> T恤,ins超火的心机婊上衣飘带短袖T恤女短袖蝙蝠袖宽松设计感衬衫韩风,http://item.taobao.com/item.htm?id=566506998587,603,351,128.82,1,1,0.28%,49,65,38.80%,94,18,5,0,143.08,1,52.62%,42,0,0,0,0,9,9,0,0,0,0%,2,2,0%,9,0,594,342,128.82,1,1,0.29%,47,63,40.40%,95,42,28,0,0,0,0%
5.66507E+11,AW709,女装/女士精品 -> 连衣裙,2018夏季新款欧美个性sukol裙复古连衣裙中长款宽松显瘦衬衫裙,http://item.taobao.com/item.htm?id=566507078484,10,8,0,0,0,0%,7,5,57.10%,12,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,10,8,0,0,0,0%,7,5,57.10%,10,0,4,0,0,0,0%
5.66507E+11,AW601,女装/女士精品 -> 裤子 -> 休闲裤,夏季薄款吊带裤女宽松连体阔腿裤背带九分裤高腰显瘦棉麻裤宽松,http://item.taobao.com/item.htm?id=566507258248,52,26,185,1,1,3.85%,7,4,14.30%,56,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,52,26,185,1,1,3.85%,7,4,14.30%,56,0,3,0,0,0,0%
5.66595E+11,AW296,女装/女士精品 -> 连衣裙,绿色条纹衬衫连衣裙女夏2018新款韩版短袖冷淡风中长款宽松裙子,http://item.taobao.com/item.htm?id=566594999516,1464,804,300.24,2,2,0.25%,109,161,57.80%,78,27,10,0,158,1,34.48%,182,0,1,0,0,13,13,0,0,0,0%,4,4,75%,23,3,1451,791,300.24,2,2,0.25%,105,157,57.10%,78,179,81,158,1,1,1.23%
5.66596E+11,AW293,女装/女士精品 -> 裤子 -> 休闲裤,小碎花热裤女新款港味chic花苞高腰a字休闲裤复古阔腿短裤沙滩裤,http://item.taobao.com/item.htm?id=566595899390,9,6,0,0,0,0%,4,3,50%,15,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,9,6,0,0,0,0%,4,3,50%,15,0,1,0,0,0,0%
5.66649E+11,AW280,女装/女士精品 -> 连衣裙,裙子女2018夏新款红色连衣裙女衬衣裙极简主义宽松中长款衬衫裙,http://item.taobao.com/item.htm?id=566649381420,4111,2547,545.26,4,4,0.16%,337,394,59.90%,73,35,40,0,408.54,3,42.83%,407,0,1,0,0,30,29,0,0,0,0%,3,2,0%,178,4,4081,2518,545.26,4,4,0.16%,334,392,60.50%,73,403,202,142,1,1,0.50%
5.66819E+11,AW1189,女装/女士精品 -> 衬衫,2018夏季新款男友风蓝白格纹衬衫女长袖宽松格子衬衣港味心机上衣,http://item.taobao.com/item.htm?id=566819000633,147,104,0,0,0,0%,7,10,28.60%,70,3,0,0,0,0,0%,13,0,0,0,0,2,2,0,0,0,0%,0,0,0%,2,0,145,102,0,0,0,0%,7,10,28.60%,71,13,14,0,0,0,0%
5.66822E+11,AW1193,女装/女士精品 -> 衬衫,蝴蝶结领衬衫女宽松黑白波点长袖宽松衬衣2018春秋新款复古韩范潮,http://item.taobao.com/item.htm?id=566821820498,434,222,183.59,1,1,0.45%,38,43,65.80%,66,14,4,0,0,0,0%,23,0,0,0,0,5,5,0,0,0,0%,0,0,0%,21,1,429,217,183.59,1,1,0.46%,38,43,65.80%,66,22,32,183.59,1,1,3.12%
5.66825E+11,AW1199,女装/女士精品 -> 衬衫,2018夏季新款原宿灯笼袖衬衫女韩版宽松长袖花色衬衣chic上衣潮,http://item.taobao.com/item.htm?id=566824536408,3,3,0,0,0,0%,1,3,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,3,0,0,0,0%,1,3,100%,0,0,2,0,0,0,0%
5.6694E+11,AW1190,女装/女士精品 -> 衬衫,2018春装新款前短后长竖条纹ins超火的衬衫女宽松长袖衬衣欧洲站,http://item.taobao.com/item.htm?id=566939653137,1111,598,438.64,3,3,0.50%,146,197,46.60%,144,19,4,0,268.79,2,38%,206,0,0,0,0,12,11,0,0,0,0%,1,0,0%,33,0,1099,587,438.64,3,3,0.51%,145,197,46.90%,145,206,69,142.96,1,1,1.45%
5.66941E+11,AW1194,女装/女士精品 -> 连衣裙,2018夏季新款雪纺碎花印花连衣裙女森系中长款花色不规则裙超仙,http://item.taobao.com/item.htm?id=566941481882,3,2,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,2,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%
5.66942E+11,AW1195,女装/女士精品 -> 连衣裙,2018夏季新款蕾丝印花雪纺冷淡风连衣裙女中长款宽松裙子文艺极简,http://item.taobao.com/item.htm?id=566942085708,5445,2732,4316.89,23,23,0.84%,499,596,48.90%,83,49,75,0,555.98,3,11.41%,491,0,3,0,2,86,82,0,0,0,0%,23,21,60.90%,34,14,5359,2650,4316.89,23,23,0.87%,476,575,48.30%,84,477,338,1138.37,6,6,1.78%
5.66944E+11,AW1200,女装/女士精品 -> 衬衫,2018夏季新款宽松黑白撞色衬衫女中长款韩范百搭ins超火的上衣,http://item.taobao.com/item.htm?id=566943985591,203,168,0,0,0,0%,1,7,0%,63,5,0,0,0,0,0%,21,0,0,0,0,6,6,0,0,0,0%,0,1,0%,35,0,197,162,0,0,0,0%,1,6,0%,54,21,24,0,0,0,0%
5.66944E+11,AW1202,女装/女士精品 -> 蕾丝衫/雪纺衫,2018夏季新款蕾丝宽松洋气小衫女喇叭袖压褶雪纺衫上衣甜美超仙,http://item.taobao.com/item.htm?id=566944101670,14,11,0,0,0,0%,8,6,62.50%,111,0,0,0,0,0,0%,0,0,0,0,0,1,1,0,0,0,0%,0,0,0%,119,0,13,10,0,0,0,0%,8,6,62.50%,91,0,1,0,0,0,0%
