宝贝ID,商家编码,行业类目,宝贝标题,宝贝链接,浏览量,访客数,销售额,成交宝贝数,交易笔数,转化率,入口数,出口数,跳失率,停留时间,收藏量,新增购物车人数,新增购物车宝贝件数,退款额,退货量,退款率,搜索UV,PC端类目UV,PC端收藏UV,PC端直通车UV,PC端淘宝客UV,浏览量（PC）,访客数（PC）,销售额（PC）,成交宝贝数（PC）,交易笔数（PC）,转化率（PC）,入口数（PC）,出口数（PC）,跳失率（PC）,停留时间（PC）,搜索UV（PC）,浏览量（手机）,访客数（手机）,销售额（手机）,成交宝贝数（手机）,交易笔数（手机）,转化率（手机）,入口数（手机）,出口数（手机）,跳失率（手机）,停留时间（手机）,搜索UV（手机）,访客数（老客）,销售额（老客）,成交宝贝数（老客）,交易笔数（老客）,转化率（老客）
5.59738E+11,AW941,女装/女士精品 -> 牛仔裤,浅蓝色高腰微喇牛仔裤女侧开叉宽松裤子秋冬新款chic直筒裤复古潮,http://item.taobao.com/item.htm?id=559738012466,2,2,0,0,0,0%,0,0,0%,13,0,0,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,2,2,0,0,0,0%,0,0,0%,13,1,0,0,0,0,0%
5.59738E+11,AW901,女装/女士精品 -> 连衣裙,花点连帽铁锈红针织裙连衣裙女套装闺蜜装新款假两件针织衫打底裙,http://item.taobao.com/item.htm?id=559738132826,783,548,0,0,0,0%,103,125,75.70%,80,11,0,0,0,0,0%,147,0,0,0,0,14,14,0,0,0,0%,5,4,80%,31,2,769,534,0,0,0,0%,98,121,75.50%,81,145,54,0,0,0,0%
5.59739E+11,AW911,女装/女士精品 -> 毛呢外套,焦糖色羊羔毛毛呢大衣女中长款韩国花绒拼接大衣加厚过膝呢子大衣,http://item.taobao.com/item.htm?id=559738936529,63,45,0,0,0,0%,6,6,50%,75,4,0,0,0,0,0%,5,0,1,0,0,2,2,0,0,0,0%,0,0,0%,7,0,61,43,0,0,0,0%,6,6,50%,66,5,6,0,0,0,0%
5.5974E+11,AW925,女装/女士精品 -> 毛针织衫,2017秋冬新款毛衣女个性抽象色块毛衫软妹针织衫粗毛线套头衫加厚,http://item.taobao.com/item.htm?id=559739684507,115,73,406,2,2,2.74%,2,4,0%,81,3,0,0,0,0,0%,7,0,0,0,0,3,3,0,0,0,0%,0,0,0%,46,0,112,70,406,2,2,2.86%,2,4,0%,81,7,16,406,2,2,12.50%
5.59786E+11,AW913,女装/女士精品 -> 毛呢外套,绿色毛呢子大衣女廓形韩版中长款秋冬新款工装chic毛呢外套翻领,http://item.taobao.com/item.htm?id=559785774707,3,2,0,0,0,0%,2,1,50%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,2,0,0,0,0%,2,1,50%,0,0,2,0,0,0,0%
5.59787E+11,AW906,女装/女士精品 -> 毛呢外套,雾霾蓝毛呢大衣女秋冬季新款韩版廓形大衣超长款过膝毛呢宽松外套,http://item.taobao.com/item.htm?id=559786754029,110,86,0,0,0,0%,15,11,60%,61,3,0,0,0,0,0%,21,0,0,0,0,2,2,0,0,0,0%,1,1,100%,2,1,108,84,0,0,0,0%,14,10,57.10%,62,20,8,0,0,0,0%
5.59788E+11,AW918,女装/女士精品 -> 卫衣/绒衫,印花chic卫衣女长袖2017秋冬新款连帽黑色短款ulzzang外套学生,http://item.taobao.com/item.htm?id=559787890698,6,6,0,0,0,0%,0,0,0%,30,0,0,0,0,0,0%,2,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,6,6,0,0,0,0%,0,0,0%,30,2,1,0,0,0,0%
5.59788E+11,AW922,女装/女士精品 -> 毛针织衫,2018秋冬新款韩版黑色破洞针织衫毛衣女冬季圆领套头宽松打底衫,http://item.taobao.com/item.htm?id=559787942995,202,154,176.86,1,1,0.65%,14,18,42.90%,65,9,0,0,0,0,0%,15,0,0,0,0,3,3,0,0,0,0%,0,0,0%,9,0,199,151,176.86,1,1,0.66%,14,18,42.90%,66,15,25,0,0,0,0%
5.59789E+11,AW937,女装/女士精品 -> 卫衣/绒衫,港味橘色卫衣女秋冬长袖连帽套头字母ulzzang外套宽松韩版帽衫潮,http://item.taobao.com/item.htm?id=559788830697,1385,842,741.66,4,4,0.48%,433,422,66.70%,135,51,25,0,0,0,0%,387,0,1,0,1,18,16,0,0,0,0%,11,10,63.60%,9,8,1367,826,741.66,4,4,0.48%,422,412,66.80%,137,379,71,189,1,1,1.41%
5.5979E+11,AW940,女装/女士精品 -> 毛衣,鳞片几何复古毛衣女宽松套头针织衫草绿长袖2017秋冬新款打底衫厚,http://item.taobao.com/item.htm?id=559790078112,3,3,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,3,0,0,0,0%,1,1,100%,0,0,1,0,0,0,0%
5.59815E+11,AW928,女装/女士精品 -> 毛呢外套,刺绣中长款过膝毛呢外套女韩版2017秋冬季新款毛呢子大衣加厚韩国,http://item.taobao.com/item.htm?id=559815332309,2,1,0,0,0,0%,0,0,0%,30,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,2,1,0,0,0,0%,0,0,0%,30,0,0,0,0,0,0%
5.59829E+11,AW939,女装/女士精品 -> 毛呢外套,2017秋冬新款灰色赫本大衣女复古中长款羊毛大衣收腰毛呢外套韩国,http://item.taobao.com/item.htm?id=559828893522,7,5,0,0,0,0%,2,2,50%,3,0,0,0,0,0,0%,0,0,0,0,0,2,2,0,0,0,0%,1,1,0%,3,0,5,3,0,0,0,0%,1,1,100%,0,0,2,0,0,0,0%
5.5983E+11,AW921,女装/女士精品 -> 毛针织衫,破洞毛边针织衫女秋冬新款圆领套头韩版毛衣宽松斗篷毛衣套头衫,http://item.taobao.com/item.htm?id=559829761625,4,2,0,0,0,0%,0,0,0%,15,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,4,2,0,0,0,0%,0,0,0%,15,0,0,0,0,0,0%
5.5983E+11,AW920,女装/女士精品 -> 毛呢外套,潮款徽章毛呢大衣女冬装新款茧型毛呢外套中长款过膝廓形呢子大衣,http://item.taobao.com/item.htm?id=559829965311,34,31,0,0,0,0%,6,2,33.30%,45,2,0,0,0,0,0%,4,0,0,0,0,1,1,0,0,0,0%,0,0,0%,3,0,33,30,0,0,0,0%,6,2,33.30%,46,4,3,0,0,0,0%
5.5983E+11,AW934,女装/女士精品 -> 马夹,格子复古V领背心马甲女套头宽松针织毛线宽松韩版短款拼色外搭潮,http://item.taobao.com/item.htm?id=559830189526,1,1,0,0,0,0%,0,1,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,1,1,0,0,0,0%,0,1,0%,0,0,0,0,0,0,0%
5.59855E+11,AW907,女装/女士精品 -> 棉衣/棉服,大毛领棉衣女短款ins棉服女韩版宽松bf面包服加厚小棉袄韩国chic,http://item.taobao.com/item.htm?id=559855471111,409,286,0,0,0,0%,107,108,60.70%,77,13,0,0,0,0,0%,25,0,0,0,1,5,5,0,0,0,0%,2,1,50%,10,1,404,281,0,0,0,0%,105,107,61%,78,24,23,0,0,0,0%
5.59857E+11,AW919,女装/女士精品 -> 棉衣/棉服,原宿冬季棉服女韩版宽松bf2017新款韩版拼接棉衣拼色外套加厚冬,http://item.taobao.com/item.htm?id=559857219053,50,39,0,0,0,0%,5,7,60%,31,1,0,0,0,0,0%,4,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,50,39,0,0,0,0%,5,7,60%,31,4,6,0,0,0,0%
5.59876E+11,AW905,女装/女士精品 -> 套装/学生校服/工作制服 -> 时尚套装,粉色洋气套装女2017冬季新款韩版时尚撞色拼接阔腿针织衫两件套,http://item.taobao.com/item.htm?id=559875793507,11,8,0,0,0,0%,0,1,0%,49,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,11,8,0,0,0,0%,0,1,0%,49,0,0,0,0,0,0%
5.59887E+11,AW909,女装/女士精品 -> 裤子 -> 休闲裤,西装裤女九分裤韩版学生休闲裤加绒裤子女冬新款加厚丝绒阔腿裤,http://item.taobao.com/item.htm?id=559886642525,774,598,0,0,0,0%,63,87,66.70%,69,37,0,0,0,0,0%,142,0,1,0,0,11,11,0,0,0,0%,1,2,100%,19,2,763,587,0,0,0,0%,62,85,66.10%,70,140,70,0,0,0,0%
5.59906E+11,AW914,女装/女士精品 -> 毛呢外套,水墨晕染斜口袋大翻领中长款韩版毛呢大衣2017冬季呢子外套韩国,http://item.taobao.com/item.htm?id=559906357962,94,54,597.46,2,2,3.70%,16,18,56.30%,20,2,3,0,0,0,0%,2,0,1,0,0,4,4,0,0,0,0%,1,1,100%,10,0,90,50,597.46,2,2,4%,15,17,53.30%,20,2,10,300,1,1,10%
5.59906E+11,AW932,女装/女士精品 -> 马夹,复古加厚绿两面穿羽绒棉马甲韩版2017冬季面包服棉服翻领外套女,http://item.taobao.com/item.htm?id=559906421606,343,245,290.08,1,1,0.41%,26,26,57.70%,103,22,1,0,0,0,0%,50,0,0,0,0,4,4,0,0,0,0%,1,2,100%,6,0,339,241,290.08,1,1,0.41%,25,24,56%,105,50,26,0,0,0,0%
5.59929E+11,AW916,女装/女士精品 -> 毛呢外套,格子大衣毛呢外套女中长款韩版2017新款冬装哥特风斗篷呢子大衣,http://item.taobao.com/item.htm?id=559929445349,3,2,0,0,0,0%,1,2,0%,26,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,2,0,0,0,0%,1,2,0%,26,0,2,0,0,0,0%
5.59932E+11,AW927,女装/女士精品 -> 毛呢外套,格纹毛呢外套女中长款韩版2017新款冬装格子羊毛呢子大衣女韩国,http://item.taobao.com/item.htm?id=559932285456,1834,1036,0,0,0,0%,258,283,47.30%,111,54,0,0,0,0,0%,137,0,1,0,0,30,29,0,0,0,0%,10,13,80%,154,7,1804,1007,0,0,0,0%,248,270,46%,111,130,74,0,0,0,0%
5.59933E+11,AW942,女装/女士精品 -> 牛仔裤,浅色毛边牛仔裤女2017冬季新款韩版时尚拼接休闲裤小脚裤九分裤,http://item.taobao.com/item.htm?id=559933422964,48,40,0,0,0,0%,2,0,0%,33,1,0,0,0,0,0%,5,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,48,40,0,0,0,0%,2,0,0%,33,5,7,0,0,0,0%
5.59934E+11,AW915,女装/女士精品 -> 毛呢外套,紫色毛呢大衣女冬韩国中长款过膝秋冬呢子赫本毛呢外套超长款女装,http://item.taobao.com/item.htm?id=559933882752,3288,2048,393.32,1,1,0.05%,572,696,52.40%,112,135,17,0,0,0,0%,272,0,1,0,0,64,60,0,0,0,0%,32,25,53.10%,122,11,3224,1988,393.32,1,1,0.05%,540,671,52.40%,112,261,131,0,0,0,0%
5.59954E+11,AW898,女装/女士精品 -> 毛呢外套,灰色西装领毛呢风衣女中长款过膝羊毛呢子大衣收腰毛呢大衣宽松,http://item.taobao.com/item.htm?id=559954207745,17,14,0,0,0,0%,0,1,0%,32,2,0,0,0,0,0%,3,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,17,14,0,0,0,0%,0,1,0%,32,3,0,0,0,0,0%
5.59954E+11,AW903,女装/女士精品 -> 马夹,店主很红皮毛一体马甲女短款冬季韩版新款毛呢麂皮绒毛毛外套马夹,http://item.taobao.com/item.htm?id=559954443947,219,133,0,0,0,0%,14,23,42.90%,35,9,0,0,0,0,0%,23,0,0,0,0,7,7,0,0,0,0%,0,1,0%,7,0,212,126,0,0,0,0%,14,22,42.90%,33,23,17,0,0,0,0%
5.59956E+11,AW926,女装/女士精品 -> 套装/学生校服/工作制服 -> 时尚套装,针织衫套装V领条纹针织衫女秋冬灰色阔腿裤运动裤长裤宽松裤子,http://item.taobao.com/item.htm?id=559955907611,1,1,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,1,1,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%
5.59964E+11,AW943,女装/女士精品 -> 毛呢外套,原创复古撞色中长款羊毛大衣2017冬季新款韩国宽松廓形毛呢外套女,http://item.taobao.com/item.htm?id=559964234815,68,50,0,0,0,0%,14,15,71.40%,213,3,0,0,0,0,0%,4,0,0,0,0,1,1,0,0,0,0%,1,0,0%,0,0,67,49,0,0,0,0%,13,15,76.90%,213,4,6,0,0,0,0%
5.60033E+11,AW927,女装/女士精品 -> 毛呢外套,原创撞色格子大衣女2017冬季新款韩国中长款羊毛廓形过膝毛呢外套,http://item.taobao.com/item.htm?id=560033299675,50,39,0,0,0,0%,1,0,0%,41,5,0,0,0,0,0%,6,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,50,39,0,0,0,0%,1,0,0%,41,6,6,0,0,0,0%
5.60033E+11,AW924,女装/女士精品 -> 毛针织衫,复古海军风流苏毛衣2017冬季新款韩版宽松慵懒撞色加厚针织衫百搭,http://item.taobao.com/item.htm?id=560033327486,2,2,0,0,0,0%,2,1,50%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,2,2,0,0,0,0%,2,1,50%,0,0,0,0,0,0,0%
5.6005E+11,AW900,女装/女士精品 -> 毛呢外套,格子大衣毛呢外套女中长款韩版2017新款冬装时尚格纹呢子大衣女,http://item.taobao.com/item.htm?id=560049699373,20,14,0,0,0,0%,0,0,0%,91,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,20,14,0,0,0,0%,0,0,0%,91,0,4,0,0,0,0%
5.60071E+11,AW871,女装/女士精品 -> 毛呢外套,灰色毛呢大衣女2017冬季新款韩版中长款斜纹呢子加厚chic外套韩国,http://item.taobao.com/item.htm?id=560071125155,216,179,0,0,0,0%,6,14,33.30%,44,7,0,0,0,0,0%,25,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,216,179,0,0,0,0%,6,14,33.30%,44,25,14,0,0,0,0%
5.60098E+11,AW944,女装/女士精品 -> 棉衣/棉服,冬季新款羊羔毛鹿皮绒棉服情侣外套外套中长款棉衣皮毛一体大衣17,http://item.taobao.com/item.htm?id=560098096445,64,39,0,0,0,0%,6,7,66.70%,22,4,0,0,0,0,0%,1,0,1,0,0,3,3,0,0,0,0%,1,1,100%,14,0,61,36,0,0,0,0%,5,6,60%,22,1,4,0,0,0,0%
5.60101E+11,AW945,女装/女士精品 -> 毛呢外套,姜黄色毛呢大衣女中长款韩版绒面呢大衣韩国2017秋冬新款毛呢外套,http://item.taobao.com/item.htm?id=560100572106,291,228,0,0,0,0%,35,28,31.40%,125,15,0,0,0,0,0%,21,0,1,0,0,2,2,0,0,0,0%,1,1,100%,0,0,289,226,0,0,0,0%,34,27,29.40%,126,21,20,0,0,0,0%
5.60477E+11,AW964,女装/女士精品 -> 毛呢外套,原宿黑色大衣女2017冬季新款韩版bf中长款ulzzang宽松外套韩国,http://item.taobao.com/item.htm?id=560476704889,104,84,0,0,0,0%,9,8,44.40%,35,3,0,0,0,0,0%,8,0,1,0,0,2,2,0,0,0,0%,1,1,100%,11,0,102,82,0,0,0,0%,8,7,37.50%,35,8,12,0,0,0,0%
5.60479E+11,AW981,女装/女士精品 -> 棉衣/棉服,2017秋冬新款韩版加厚棉衣女中长款宽松大码棉袄外套面包服女装,http://item.taobao.com/item.htm?id=560478600495,1,1,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,1,1,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%
5.60571E+11,AW951,女装/女士精品 -> 毛呢外套,原创红色大衣女2017冬季新款韩版中长款宽松过膝呢子宽松大衣韩国,http://item.taobao.com/item.htm?id=560571444930,144,97,0,0,0,0%,7,11,71.40%,111,8,0,0,0,0,0%,13,0,0,0,0,2,2,0,0,0,0%,0,0,0%,9,0,142,95,0,0,0,0%,7,11,71.40%,111,13,7,0,0,0,0%
5.60571E+11,AW993,女装/女士精品 -> 毛呢外套,原创格子呢大衣女2017冬季新款韩版中长款收腰过膝chic外套宽松,http://item.taobao.com/item.htm?id=560571472301,239,180,0,0,0,0%,20,24,45%,57,7,0,0,0,0,0%,12,0,0,0,0,10,7,0,0,0,0%,0,2,0%,13,0,229,173,0,0,0,0%,20,22,45%,59,12,29,0,0,0,0%
5.60572E+11,AW973,女装/女士精品 -> 毛呢外套,不对称拼接撞色呢大衣女2017冬季韩版竖条纹中长款过膝呢子外套,http://item.taobao.com/item.htm?id=560571597678,1,1,0,0,0,0%,0,0,0%,1750,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,1,1,0,0,0,0%,0,0,0%,1750,0,0,0,0,0,0%
5.60572E+11,AW970,女装/女士精品 -> 毛呢外套,藏青色马海毛大衣女2017冬季新款韩国中长款复古大翻领外套韩版,http://item.taobao.com/item.htm?id=560571641229,138,114,376.29,1,1,0.88%,5,3,40%,53,6,0,0,0,0,0%,19,0,0,0,0,1,1,0,0,0,0%,0,0,0%,246,0,137,113,376.29,1,1,0.88%,5,3,40%,39,19,13,0,0,0,0%
5.60572E+11,AW948,女装/女士精品 -> 套装/学生校服/工作制服 -> 时尚套装,小香风针织套装女2018秋冬季新款韩版连帽阔腿加厚休闲两件套时尚,http://item.taobao.com/item.htm?id=560571780014,935,715,315.08,1,1,0.14%,103,121,53.40%,97,31,0,0,0,0,0%,68,0,0,0,0,15,14,0,0,0,0%,3,4,66.70%,216,1,920,701,315.08,1,1,0.14%,100,117,53%,94,67,76,0,0,0,0%
5.60572E+11,AW978,女装/女士精品 -> 棉衣/棉服,驼色西装领面包服棉衣女2017冬季新款韩版中长款开叉宽松棉服棉袄,http://item.taobao.com/item.htm?id=560572177198,617,434,321.45,1,1,0.23%,66,79,62.10%,64,22,2,0,0,0,0%,90,0,1,0,0,13,13,0,0,0,0%,5,5,60%,140,3,604,421,321.45,1,1,0.24%,61,74,62.30%,62,87,44,0,0,0,0%
5.60572E+11,AW956,女装/女士精品 -> 毛呢外套,咖啡毛边麂皮绒大衣女秋冬新款韩版中长款皮毛一体外套过膝韩国,http://item.taobao.com/item.htm?id=560572368898,140,98,0,0,0,0%,14,16,57.10%,79,3,0,0,0,0,0%,17,0,0,0,0,7,7,0,0,0,0%,4,3,75%,38,1,133,91,0,0,0,0%,10,13,50%,81,16,11,0,0,0,0%
5.60573E+11,AW968,女装/女士精品 -> 马夹,咖啡色格子马甲女2017冬季新款韩版中长款高领保暖外套马夹外套,http://item.taobao.com/item.htm?id=560572636918,66,53,0,0,0,0%,2,1,50%,38,3,0,0,0,0,0%,9,0,1,0,0,2,2,0,0,0,0%,0,0,0%,17,0,64,51,0,0,0,0%,2,1,50%,24,9,6,0,0,0,0%
5.60573E+11,AW995,女装/女士精品 -> 毛衣,复古条纹针织衫女2017冬季新款韩版ulzzang高领宽松打底毛衣上衣,http://item.taobao.com/item.htm?id=560573209476,5,4,0,0,0,0%,1,0,0%,7,0,0,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,5,4,0,0,0,0%,1,0,0%,7,1,1,0,0,0,0%
5.60574E+11,AW959,女装/女士精品 -> 毛呢外套,黑白千鸟格呢大衣女2017冬季新款韩版中长款收腰呢子宽松外套韩国,http://item.taobao.com/item.htm?id=560573592119,262,199,0,0,0,0%,71,74,74.60%,63,17,1,0,0,0,0%,54,0,1,0,0,6,6,0,0,0,0%,2,0,0%,5,1,256,193,0,0,0,0%,69,74,76.80%,64,53,22,0,0,0,0%
5.60637E+11,AW963,女装/女士精品 -> 毛呢外套,蓝色格子外套女2017冬季新款韩版中长款ulzzang复古翻领外套韩国,http://item.taobao.com/item.htm?id=560636906638,235,135,328,1,1,0.74%,19,13,26.30%,103,9,2,0,0,0,0%,12,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,235,135,328,1,1,0.74%,19,13,26.30%,103,12,25,328,1,1,4%
5.60638E+11,AW979,女装/女士精品 -> 毛呢外套,原宿简约拼色呢大衣女2017冬季新款韩版中长款撞色过膝呢子外套潮,http://item.taobao.com/item.htm?id=560638202624,274,173,328,1,1,0.58%,28,37,46.40%,100,6,0,0,0,0,0%,14,0,0,0,0,7,7,0,0,0,0%,0,0,0%,25,0,267,166,328,1,1,0.60%,28,37,46.40%,101,14,20,328,1,1,5%
5.60639E+11,AW985,女装/女士精品 -> 毛衣,2017冬新款韩版红色高领针织衫毛衣女长袖套头宽松chic打底衫上衣,http://item.taobao.com/item.htm?id=560639030738,145,101,269,1,1,0.99%,17,17,70.60%,94,4,1,0,0,0,0%,8,0,0,0,0,2,2,0,0,0,0%,0,0,0%,3,0,143,99,269,1,1,1.01%,17,17,70.60%,95,8,17,269,1,1,5.88%
5.60664E+11,AW950,女装/女士精品 -> 毛呢外套,原宿格子大衣女2017冬季新款韩版中长款双排扣过膝毛呢外套宽松,http://item.taobao.com/item.htm?id=560664473953,21,19,0,0,0,0%,0,2,0%,41,1,0,0,0,0,0%,2,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,21,19,0,0,0,0%,0,2,0%,41,2,3,0,0,0,0%
5.60664E+11,AW989,女装/女士精品 -> 毛呢外套,双面呢橘色格子大衣女2017冬季新款韩版中长款过膝宽松外套加厚,http://item.taobao.com/item.htm?id=560664473987,2,1,0,0,0,0%,1,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,2,1,0,0,0,0%,1,0,0%,0,0,0,0,0,0,0%
5.60665E+11,AW990,女装/女士精品 -> 毛呢外套,奶茶色拼接外套女2017冬季新款中长款毛毛撞色毛绒大衣加厚宽松,http://item.taobao.com/item.htm?id=560664885497,3,1,0,0,0,0%,0,1,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,3,1,0,0,0,0%,0,1,0%,0,0,1,0,0,0,0%
5.60666E+11,AW971,女装/女士精品 -> 毛呢外套,大翻领皮毛一体外套女2017冬季加绒韩版中长款麂皮毛绒大衣宽松,http://item.taobao.com/item.htm?id=560666361161,2,2,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,2,2,0,0,0,0%,1,1,100%,0,0,1,0,0,0,0%
5.60702E+11,AW960,女装/女士精品 -> 毛呢外套,格子毛呢大衣女2017冬季新款韩版中长款复古过膝呢子宽松外套韩国,http://item.taobao.com/item.htm?id=560701919163,346,200,0,0,0,0%,31,31,41.90%,92,14,0,0,0,0,0%,24,0,2,0,1,16,15,0,0,0,0%,4,5,75%,139,1,330,185,0,0,0,0%,27,26,37%,90,23,20,0,0,0,0%
5.60732E+11,AW949,女装/女士精品 -> 毛衣,学院风撞色纹条毛衫女冬季新款韩版中长款套头v领港味打底针织衫,http://item.taobao.com/item.htm?id=560731930503,6,4,0,0,0,0%,2,2,50%,15,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,6,4,0,0,0,0%,2,2,50%,15,0,1,0,0,0,0%
5.60732E+11,AW991,女装/女士精品 -> 毛呢外套,拼色羊卷毛大衣女2017冬季新款中长款仿皮草个性加厚撞色外套宽松,http://item.taobao.com/item.htm?id=560731934586,8,6,0,0,0,0%,2,1,50%,201,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,8,6,0,0,0,0%,2,1,50%,201,0,3,0,0,0,0%
5.60733E+11,AW975,女装/女士精品 -> 毛呢外套,2017冬季韩版新款格子毛呢大衣女中长款森系chic呢子外套韩国加厚,http://item.taobao.com/item.htm?id=560732614875,2712,1311,1004.09,3,3,0.23%,380,327,30.80%,99,120,28,0,0,0,0%,267,0,2,0,0,30,25,0,0,0,0%,11,5,27.30%,141,5,2682,1286,1004.09,3,3,0.23%,369,322,30.90%,99,262,108,0,0,0,0%
5.60733E+11,AW976,女装/女士精品 -> 毛呢外套,原宿撞色线条呢大衣女2017冬季新款韩国中长款宽松过膝呢子外套,http://item.taobao.com/item.htm?id=560732618755,226,160,0,0,0,0%,5,8,20%,44,5,0,0,0,0,0%,27,0,0,0,0,5,5,0,0,0,0%,0,2,0%,5,0,221,155,0,0,0,0%,5,6,20%,45,27,26,0,0,0,0%
5.60733E+11,AW953,女装/女士精品 -> 羽绒服,黑色千鸟羽绒服女2017冬季新款韩版中长款欧洲站冬装欧货外套女潮,http://item.taobao.com/item.htm?id=560733130134,2,1,0,0,0,0%,1,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,2,1,0,0,0,0%,1,0,0%,0,0,1,0,0,0,0%
5.60734E+11,AW958,女装/女士精品 -> 毛呢外套,雾霾蓝拼接呢子大衣女2017冬季新款韩国中长款双排扣撞色外套宽松,http://item.taobao.com/item.htm?id=560733526531,3,2,0,0,0,0%,2,1,50%,16,0,0,0,0,0,0%,0,0,0,0,0,1,1,0,0,0,0%,1,1,100%,0,0,2,1,0,0,0,0%,1,0,0%,16,0,0,0,0,0,0%
5.60734E+11,AW965,女装/女士精品 -> 棉衣/棉服,2017冬新款韩版红色彩色大毛领棉服外套女ins中长款棉衣棉袄宽松,http://item.taobao.com/item.htm?id=560733938256,658,384,0,0,0,0%,66,89,59.10%,123,19,0,0,0,0,0%,29,0,1,0,0,10,8,0,0,0,0%,1,1,100%,32,1,648,376,0,0,0,0%,65,88,58.50%,125,28,45,0,0,0,0%
5.60797E+11,AW946,女装/女士精品 -> 棉衣/棉服,姜黄色大毛领休闲棉衣女ins冬装新款韩版中长款bf宽松棉服棉袄潮,http://item.taobao.com/item.htm?id=560796795265,120,102,0,0,0,0%,4,5,75%,43,6,0,0,0,0,0%,16,0,0,0,0,2,2,0,0,0,0%,0,0,0%,3,0,118,100,0,0,0,0%,4,5,75%,43,16,13,0,0,0,0%
5.60799E+11,AW986,女装/女士精品 -> 毛针织衫,原创慵懒焦糖色荷叶边毛衫女冬季新款韩版高领针织打底衫毛衣宽松,http://item.taobao.com/item.htm?id=560798883657,1,1,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,1,1,0,0,0,0%,1,1,100%,0,0,0,0,0,0,0%
5.60799E+11,AW992,女装/女士精品 -> 毛呢外套,抽象几何大衣女2017冬季新款韩版中长款个性拼色毛呢宽松外套韩国,http://item.taobao.com/item.htm?id=560798931247,2,1,0,0,0,0%,1,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,0,2,1,0,0,0,0%,1,0,0%,0,0,0,0,0,0,0%
5.60799E+11,AW952,女装/女士精品 -> 短外套,原宿西装领外套女2017冬季新款韩版短款bf大翻领夹克短外套帅气,http://item.taobao.com/item.htm?id=560799375487,238,188,0,0,0,0%,13,14,46.20%,63,6,0,0,0,0,0%,28,0,0,0,0,6,6,0,0,0,0%,0,0,0%,32,0,232,182,0,0,0,0%,13,14,46.20%,63,28,16,0,0,0,0%
5.608E+11,AW974,女装/女士精品 -> 短外套,社会拼色小豹纹外套女2017冬季新款港味bf西装领宽松短外套帅气,http://item.taobao.com/item.htm?id=560799723634,121,96,0,0,0,0%,5,5,60%,49,3,0,0,0,0,0%,10,0,0,0,0,3,3,0,0,0,0%,0,0,0%,20,0,118,93,0,0,0,0%,5,5,60%,49,10,15,0,0,0,0%
